"AllTRLs_ID","date","predicted","actual","Trail_name"
95,"2016-07-08",98.91,NA,"Granite Creek"
96,"2016-07-08",98.91,NA,"Little Si"
97,"2016-07-08",98.91,NA,"Thompson Lake"
98,"2016-07-08",98.91,NA,"CCC Trail (DNR)"
99,"2016-07-08",98.91,NA,"High Lakes"
100,"2016-07-08",98.91,NA,"Williams Lake"
101,"2016-07-08",98.91,NA,"Rock Creek"
102,"2016-07-08",98.91,NA,"Nordrum Lake"
103,"2016-07-08",98.91,NA,"Hester Lake"
104,"2016-07-08",98.91,NA,"Granite Creak Connector"
105,"2016-07-08",98.91,NA,"Dutch Miller Gap"
5,"2016-07-15",20.34,NA,"Dingford Creek"
6,"2016-07-15",2501.64,NA,"Snow Lake"
38,"2016-07-15",102.56,NA,"Quartz Creek"
39,"2016-07-15",98.91,NA,"Marten Lake"
40,"2016-07-15",79.28,NA,"Snoqualmie Lake"
42,"2016-07-15",98.91,NA,"CCC"
43,"2016-07-15",98.91,NA,"Middle Fork Lake"
44,"2016-07-15",98.91,NA,"Pratt River"
62,"2016-07-15",104.53,NA,"Pratt Lake"
64,"2016-07-15",140.03,NA,"Melakwa Lake Trail"
66,"2016-07-15",98.91,NA,"Kaleetan Lake"
90,"2016-07-15",150.78,NA,"Mailbox Peak"
91,"2016-07-15",98.91,NA,"Boulder Garden"
93,"2016-07-15",123.52,NA,"Mt. Si"
94,"2016-07-15",98.91,NA,"Teneriffe"
95,"2016-07-15",98.91,NA,"Granite Creek"
96,"2016-07-15",98.91,NA,"Little Si"
97,"2016-07-15",100.38,NA,"Thompson Lake"
98,"2016-07-15",98.91,NA,"CCC Trail (DNR)"
99,"2016-07-15",98.91,NA,"High Lakes"
100,"2016-07-15",98.91,NA,"Williams Lake"
101,"2016-07-15",98.91,NA,"Rock Creek"
102,"2016-07-15",98.91,NA,"Nordrum Lake"
103,"2016-07-15",98.91,NA,"Hester Lake"
104,"2016-07-15",98.91,NA,"Granite Creak Connector"
105,"2016-07-15",98.91,NA,"Dutch Miller Gap"
5,"2016-07-22",20.18,NA,"Dingford Creek"
6,"2016-07-22",2205.87,NA,"Snow Lake"
38,"2016-07-22",98.91,NA,"Quartz Creek"
39,"2016-07-22",98.91,NA,"Marten Lake"
40,"2016-07-22",80.61,NA,"Snoqualmie Lake"
42,"2016-07-22",98.91,NA,"CCC"
43,"2016-07-22",98.91,NA,"Middle Fork Lake"
44,"2016-07-22",98.91,NA,"Pratt River"
62,"2016-07-22",111.72,NA,"Pratt Lake"
64,"2016-07-22",135.25,NA,"Melakwa Lake Trail"
66,"2016-07-22",100.83,NA,"Kaleetan Lake"
90,"2016-07-22",152.35,NA,"Mailbox Peak"
91,"2016-07-22",98.91,NA,"Boulder Garden"
93,"2016-07-22",135.46,NA,"Mt. Si"
94,"2016-07-22",98.91,NA,"Teneriffe"
95,"2016-07-22",98.91,NA,"Granite Creek"
96,"2016-07-22",98.91,NA,"Little Si"
97,"2016-07-22",101.66,NA,"Thompson Lake"
98,"2016-07-22",98.91,NA,"CCC Trail (DNR)"
99,"2016-07-22",109.68,NA,"High Lakes"
100,"2016-07-22",98.91,NA,"Williams Lake"
101,"2016-07-22",98.91,NA,"Rock Creek"
102,"2016-07-22",98.91,NA,"Nordrum Lake"
103,"2016-07-22",98.91,NA,"Hester Lake"
104,"2016-07-22",98.91,NA,"Granite Creak Connector"
105,"2016-07-22",98.91,NA,"Dutch Miller Gap"
5,"2016-07-29",21.2,NA,"Dingford Creek"
6,"2016-07-29",2083.94,NA,"Snow Lake"
38,"2016-07-29",98.91,NA,"Quartz Creek"
39,"2016-07-29",98.91,NA,"Marten Lake"
40,"2016-07-29",88.9,NA,"Snoqualmie Lake"
42,"2016-07-29",98.91,NA,"CCC"
43,"2016-07-29",98.91,NA,"Middle Fork Lake"
44,"2016-07-29",98.91,NA,"Pratt River"
62,"2016-07-29",108.36,NA,"Pratt Lake"
64,"2016-07-29",142.68,NA,"Melakwa Lake Trail"
66,"2016-07-29",100.38,NA,"Kaleetan Lake"
90,"2016-07-29",148.54,NA,"Mailbox Peak"
91,"2016-07-29",98.91,NA,"Boulder Garden"
93,"2016-07-29",124.32,NA,"Mt. Si"
94,"2016-07-29",98.91,NA,"Teneriffe"
95,"2016-07-29",98.91,NA,"Granite Creek"
96,"2016-07-29",98.91,NA,"Little Si"
97,"2016-07-29",98.91,NA,"Thompson Lake"
98,"2016-07-29",98.91,NA,"CCC Trail (DNR)"
99,"2016-07-29",98.91,NA,"High Lakes"
100,"2016-07-29",98.91,NA,"Williams Lake"
101,"2016-07-29",98.91,NA,"Rock Creek"
102,"2016-07-29",98.91,NA,"Nordrum Lake"
103,"2016-07-29",98.91,NA,"Hester Lake"
104,"2016-07-29",98.91,NA,"Granite Creak Connector"
105,"2016-07-29",98.91,NA,"Dutch Miller Gap"
5,"2016-08-05",18.1,NA,"Dingford Creek"
6,"2016-08-05",1755.1,NA,"Snow Lake"
38,"2016-08-05",91.1,NA,"Quartz Creek"
39,"2016-08-05",91.1,NA,"Marten Lake"
40,"2016-08-05",93.17,NA,"Snoqualmie Lake"
42,"2016-08-05",91.1,NA,"CCC"
43,"2016-08-05",94.46,NA,"Middle Fork Lake"
44,"2016-08-05",91.1,NA,"Pratt River"
62,"2016-08-05",117.86,NA,"Pratt Lake"
64,"2016-08-05",124.21,NA,"Melakwa Lake Trail"
66,"2016-08-05",91.1,NA,"Kaleetan Lake"
90,"2016-08-05",128.36,NA,"Mailbox Peak"
91,"2016-08-05",91.1,NA,"Boulder Garden"
93,"2016-08-05",130.33,NA,"Mt. Si"
94,"2016-08-05",91.1,NA,"Teneriffe"
95,"2016-08-05",91.1,NA,"Granite Creek"
96,"2016-08-05",91.1,NA,"Little Si"
97,"2016-08-05",94.86,NA,"Thompson Lake"
98,"2016-08-05",91.1,NA,"CCC Trail (DNR)"
99,"2016-08-05",91.1,NA,"High Lakes"
100,"2016-08-05",91.1,NA,"Williams Lake"
101,"2016-08-05",91.1,NA,"Rock Creek"
102,"2016-08-05",91.1,NA,"Nordrum Lake"
103,"2016-08-05",91.1,NA,"Hester Lake"
104,"2016-08-05",91.1,NA,"Granite Creak Connector"
105,"2016-08-05",94.46,NA,"Dutch Miller Gap"
5,"2016-08-12",17.96,NA,"Dingford Creek"
6,"2016-08-12",1836.75,3851,"Snow Lake"
38,"2016-08-12",91.1,NA,"Quartz Creek"
39,"2016-08-12",106.96,NA,"Marten Lake"
40,"2016-08-12",71.04,NA,"Snoqualmie Lake"
42,"2016-08-12",91.1,NA,"CCC"
43,"2016-08-12",91.1,NA,"Middle Fork Lake"
44,"2016-08-12",91.1,NA,"Pratt River"
62,"2016-08-12",107.15,NA,"Pratt Lake"
64,"2016-08-12",131.48,NA,"Melakwa Lake Trail"
66,"2016-08-12",91.1,NA,"Kaleetan Lake"
90,"2016-08-12",135.13,NA,"Mailbox Peak"
91,"2016-08-12",91.1,NA,"Boulder Garden"
93,"2016-08-12",173.39,NA,"Mt. Si"
94,"2016-08-12",91.1,NA,"Teneriffe"
95,"2016-08-12",91.1,NA,"Granite Creek"
96,"2016-08-12",91.1,NA,"Little Si"
97,"2016-08-12",91.1,NA,"Thompson Lake"
98,"2016-08-12",91.1,NA,"CCC Trail (DNR)"
99,"2016-08-12",91.1,NA,"High Lakes"
100,"2016-08-12",91.1,NA,"Williams Lake"
101,"2016-08-12",91.1,NA,"Rock Creek"
102,"2016-08-12",91.1,NA,"Nordrum Lake"
103,"2016-08-12",91.1,NA,"Hester Lake"
104,"2016-08-12",91.1,NA,"Granite Creak Connector"
105,"2016-08-12",91.1,NA,"Dutch Miller Gap"
5,"2016-08-19",17.82,NA,"Dingford Creek"
6,"2016-08-19",2550.44,3396.5,"Snow Lake"
38,"2016-08-19",91.1,NA,"Quartz Creek"
39,"2016-08-19",91.1,NA,"Marten Lake"
40,"2016-08-19",83.05,NA,"Snoqualmie Lake"
42,"2016-08-19",91.1,NA,"CCC"
43,"2016-08-19",101.04,NA,"Middle Fork Lake"
44,"2016-08-19",91.1,NA,"Pratt River"
62,"2016-08-19",115.92,NA,"Pratt Lake"
64,"2016-08-19",127.51,NA,"Melakwa Lake Trail"
66,"2016-08-19",94.93,NA,"Kaleetan Lake"
90,"2016-08-19",138.06,NA,"Mailbox Peak"
91,"2016-08-19",91.1,NA,"Boulder Garden"
93,"2016-08-19",123.66,NA,"Mt. Si"
94,"2016-08-19",91.1,NA,"Teneriffe"
95,"2016-08-19",91.1,NA,"Granite Creek"
96,"2016-08-19",91.1,NA,"Little Si"
97,"2016-08-19",91.1,NA,"Thompson Lake"
98,"2016-08-19",91.1,NA,"CCC Trail (DNR)"
99,"2016-08-19",91.1,NA,"High Lakes"
100,"2016-08-19",94.93,NA,"Williams Lake"
101,"2016-08-19",91.1,NA,"Rock Creek"
102,"2016-08-19",91.1,NA,"Nordrum Lake"
103,"2016-08-19",91.1,NA,"Hester Lake"
104,"2016-08-19",91.1,NA,"Granite Creak Connector"
105,"2016-08-19",94.14,NA,"Dutch Miller Gap"
5,"2016-08-26",29.37,51,"Dingford Creek"
6,"2016-08-26",1944.64,3436.5,"Snow Lake"
38,"2016-08-26",91.1,NA,"Quartz Creek"
39,"2016-08-26",91.1,NA,"Marten Lake"
40,"2016-08-26",70.71,58,"Snoqualmie Lake"
42,"2016-08-26",91.1,NA,"CCC"
43,"2016-08-26",91.1,NA,"Middle Fork Lake"
44,"2016-08-26",91.1,NA,"Pratt River"
62,"2016-08-26",110.61,NA,"Pratt Lake"
64,"2016-08-26",113.39,NA,"Melakwa Lake Trail"
66,"2016-08-26",91.1,NA,"Kaleetan Lake"
90,"2016-08-26",146.15,NA,"Mailbox Peak"
91,"2016-08-26",91.1,NA,"Boulder Garden"
93,"2016-08-26",141.35,NA,"Mt. Si"
94,"2016-08-26",91.1,NA,"Teneriffe"
95,"2016-08-26",91.1,NA,"Granite Creek"
96,"2016-08-26",91.1,NA,"Little Si"
97,"2016-08-26",91.1,NA,"Thompson Lake"
98,"2016-08-26",91.1,NA,"CCC Trail (DNR)"
99,"2016-08-26",91.1,NA,"High Lakes"
100,"2016-08-26",91.1,NA,"Williams Lake"
101,"2016-08-26",91.1,NA,"Rock Creek"
102,"2016-08-26",91.1,NA,"Nordrum Lake"
103,"2016-08-26",143.29,NA,"Hester Lake"
104,"2016-08-26",91.1,NA,"Granite Creak Connector"
105,"2016-08-26",91.1,NA,"Dutch Miller Gap"
5,"2016-09-02",25.28,29.5,"Dingford Creek"
6,"2016-09-02",2525.64,2902.5,"Snow Lake"
38,"2016-09-02",99.74,NA,"Quartz Creek"
39,"2016-09-02",99.74,NA,"Marten Lake"
40,"2016-09-02",78.89,115,"Snoqualmie Lake"
42,"2016-09-02",99.74,NA,"CCC"
43,"2016-09-02",99.74,NA,"Middle Fork Lake"
44,"2016-09-02",99.74,NA,"Pratt River"
62,"2016-09-02",122.99,NA,"Pratt Lake"
64,"2016-09-02",140.36,NA,"Melakwa Lake Trail"
66,"2016-09-02",99.74,NA,"Kaleetan Lake"
90,"2016-09-02",157.97,NA,"Mailbox Peak"
91,"2016-09-02",99.74,NA,"Boulder Garden"
93,"2016-09-02",140.88,NA,"Mt. Si"
94,"2016-09-02",99.74,NA,"Teneriffe"
95,"2016-09-02",99.74,NA,"Granite Creek"
96,"2016-09-02",116.11,NA,"Little Si"
97,"2016-09-02",99.74,NA,"Thompson Lake"
98,"2016-09-02",99.74,NA,"CCC Trail (DNR)"
99,"2016-09-02",99.74,NA,"High Lakes"
100,"2016-09-02",99.74,NA,"Williams Lake"
101,"2016-09-02",99.74,NA,"Rock Creek"
102,"2016-09-02",99.74,NA,"Nordrum Lake"
103,"2016-09-02",99.74,NA,"Hester Lake"
104,"2016-09-02",99.74,NA,"Granite Creak Connector"
105,"2016-09-02",99.74,NA,"Dutch Miller Gap"
5,"2016-09-09",12.88,9,"Dingford Creek"
6,"2016-09-09",1649.46,2465,"Snow Lake"
38,"2016-09-09",70.57,NA,"Quartz Creek"
39,"2016-09-09",70.57,NA,"Marten Lake"
40,"2016-09-09",55.05,46,"Snoqualmie Lake"
42,"2016-09-09",78.35,NA,"CCC"
43,"2016-09-09",70.57,NA,"Middle Fork Lake"
44,"2016-09-09",70.57,NA,"Pratt River"
62,"2016-09-09",88.96,NA,"Pratt Lake"
64,"2016-09-09",121.96,NA,"Melakwa Lake Trail"
66,"2016-09-09",70.57,NA,"Kaleetan Lake"
90,"2016-09-09",106.98,NA,"Mailbox Peak"
91,"2016-09-09",70.57,NA,"Boulder Garden"
93,"2016-09-09",107.53,NA,"Mt. Si"
94,"2016-09-09",70.57,NA,"Teneriffe"
95,"2016-09-09",70.57,NA,"Granite Creek"
96,"2016-09-09",70.57,NA,"Little Si"
97,"2016-09-09",73.57,NA,"Thompson Lake"
98,"2016-09-09",70.57,NA,"CCC Trail (DNR)"
99,"2016-09-09",70.57,NA,"High Lakes"
100,"2016-09-09",70.57,NA,"Williams Lake"
101,"2016-09-09",70.57,NA,"Rock Creek"
102,"2016-09-09",70.57,NA,"Nordrum Lake"
103,"2016-09-09",70.57,NA,"Hester Lake"
104,"2016-09-09",70.57,NA,"Granite Creak Connector"
105,"2016-09-09",70.57,NA,"Dutch Miller Gap"
5,"2016-09-16",13.35,11,"Dingford Creek"
6,"2016-09-16",1176.9,1607.5,"Snow Lake"
38,"2016-09-16",74.23,NA,"Quartz Creek"
39,"2016-09-16",70.57,NA,"Marten Lake"
40,"2016-09-16",65.31,48,"Snoqualmie Lake"
42,"2016-09-16",70.57,NA,"CCC"
43,"2016-09-16",70.57,NA,"Middle Fork Lake"
44,"2016-09-16",70.57,NA,"Pratt River"
62,"2016-09-16",79.5,NA,"Pratt Lake"
64,"2016-09-16",87.37,NA,"Melakwa Lake Trail"
66,"2016-09-16",70.57,NA,"Kaleetan Lake"
90,"2016-09-16",96.28,NA,"Mailbox Peak"
91,"2016-09-16",70.57,NA,"Boulder Garden"
93,"2016-09-16",105.25,NA,"Mt. Si"
94,"2016-09-16",70.57,NA,"Teneriffe"
95,"2016-09-16",70.57,NA,"Granite Creek"
96,"2016-09-16",70.57,NA,"Little Si"
97,"2016-09-16",70.57,NA,"Thompson Lake"
98,"2016-09-16",70.57,NA,"CCC Trail (DNR)"
99,"2016-09-16",70.57,NA,"High Lakes"
100,"2016-09-16",70.57,NA,"Williams Lake"
101,"2016-09-16",70.57,NA,"Rock Creek"
102,"2016-09-16",70.57,NA,"Nordrum Lake"
103,"2016-09-16",70.57,NA,"Hester Lake"
104,"2016-09-16",70.57,NA,"Granite Creak Connector"
105,"2016-09-16",70.57,NA,"Dutch Miller Gap"
5,"2016-09-23",12.67,21,"Dingford Creek"
6,"2016-09-23",1421.94,2664.5,"Snow Lake"
38,"2016-09-23",70.57,NA,"Quartz Creek"
39,"2016-09-23",70.57,NA,"Marten Lake"
40,"2016-09-23",55.5,80,"Snoqualmie Lake"
42,"2016-09-23",70.57,NA,"CCC"
43,"2016-09-23",73.2,NA,"Middle Fork Lake"
44,"2016-09-23",70.57,NA,"Pratt River"
62,"2016-09-23",75.83,NA,"Pratt Lake"
64,"2016-09-23",104.54,NA,"Melakwa Lake Trail"
66,"2016-09-23",70.57,NA,"Kaleetan Lake"
90,"2016-09-23",99.81,NA,"Mailbox Peak"
91,"2016-09-23",70.57,NA,"Boulder Garden"
93,"2016-09-23",124.91,NA,"Mt. Si"
94,"2016-09-23",70.57,NA,"Teneriffe"
95,"2016-09-23",70.57,NA,"Granite Creek"
96,"2016-09-23",78.35,NA,"Little Si"
97,"2016-09-23",70.57,NA,"Thompson Lake"
98,"2016-09-23",70.57,NA,"CCC Trail (DNR)"
99,"2016-09-23",70.57,NA,"High Lakes"
100,"2016-09-23",70.57,NA,"Williams Lake"
101,"2016-09-23",70.57,NA,"Rock Creek"
102,"2016-09-23",70.57,NA,"Nordrum Lake"
103,"2016-09-23",70.57,NA,"Hester Lake"
104,"2016-09-23",70.57,NA,"Granite Creak Connector"
105,"2016-09-23",70.57,NA,"Dutch Miller Gap"
5,"2016-09-30",12.56,16,"Dingford Creek"
6,"2016-09-30",1676.11,1677.5,"Snow Lake"
38,"2016-09-30",70.57,NA,"Quartz Creek"
39,"2016-09-30",70.57,NA,"Marten Lake"
40,"2016-09-30",55.72,44.5,"Snoqualmie Lake"
42,"2016-09-30",70.57,NA,"CCC"
43,"2016-09-30",70.57,NA,"Middle Fork Lake"
44,"2016-09-30",70.57,NA,"Pratt River"
62,"2016-09-30",77.9,NA,"Pratt Lake"
64,"2016-09-30",86.96,NA,"Melakwa Lake Trail"
66,"2016-09-30",70.57,NA,"Kaleetan Lake"
90,"2016-09-30",87.04,NA,"Mailbox Peak"
91,"2016-09-30",70.57,NA,"Boulder Garden"
93,"2016-09-30",110.55,NA,"Mt. Si"
94,"2016-09-30",70.57,NA,"Teneriffe"
95,"2016-09-30",70.57,NA,"Granite Creek"
96,"2016-09-30",78.5,NA,"Little Si"
97,"2016-09-30",70.57,NA,"Thompson Lake"
98,"2016-09-30",70.57,NA,"CCC Trail (DNR)"
99,"2016-09-30",70.57,NA,"High Lakes"
100,"2016-09-30",70.57,NA,"Williams Lake"
101,"2016-09-30",70.57,NA,"Rock Creek"
102,"2016-09-30",70.57,NA,"Nordrum Lake"
103,"2016-09-30",70.57,NA,"Hester Lake"
104,"2016-09-30",70.57,NA,"Granite Creak Connector"
105,"2016-09-30",76,NA,"Dutch Miller Gap"
5,"2017-01-08",2.55,6.5,"Dingford Creek"
6,"2017-01-08",83.21,NA,"Snow Lake"
38,"2017-01-08",18.27,NA,"Quartz Creek"
39,"2017-01-08",18.27,NA,"Marten Lake"
40,"2017-01-08",11.57,11.5,"Snoqualmie Lake"
42,"2017-01-08",18.27,NA,"CCC"
43,"2017-01-08",18.27,NA,"Middle Fork Lake"
44,"2017-01-08",18.54,NA,"Pratt River"
62,"2017-01-08",18.27,NA,"Pratt Lake"
64,"2017-01-08",20.3,NA,"Melakwa Lake Trail"
66,"2017-01-08",18.27,NA,"Kaleetan Lake"
90,"2017-01-08",28.75,NA,"Mailbox Peak"
91,"2017-01-08",18.27,NA,"Boulder Garden"
93,"2017-01-08",32.5,NA,"Mt. Si"
94,"2017-01-08",18.27,NA,"Teneriffe"
95,"2017-01-08",18.27,NA,"Granite Creek"
96,"2017-01-08",18.27,NA,"Little Si"
97,"2017-01-08",18.27,NA,"Thompson Lake"
98,"2017-01-08",18.27,NA,"CCC Trail (DNR)"
99,"2017-01-08",18.27,NA,"High Lakes"
100,"2017-01-08",18.27,NA,"Williams Lake"
101,"2017-01-08",18.27,NA,"Rock Creek"
102,"2017-01-08",18.27,NA,"Nordrum Lake"
103,"2017-01-08",18.27,NA,"Hester Lake"
104,"2017-01-08",18.27,NA,"Granite Creak Connector"
105,"2017-01-08",18.27,NA,"Dutch Miller Gap"
5,"2017-01-15",4.87,6,"Dingford Creek"
6,"2017-01-15",348.64,NA,"Snow Lake"
38,"2017-01-15",26.85,NA,"Quartz Creek"
39,"2017-01-15",26.85,NA,"Marten Lake"
40,"2017-01-15",17.58,29.5,"Snoqualmie Lake"
42,"2017-01-15",26.85,NA,"CCC"
43,"2017-01-15",26.85,NA,"Middle Fork Lake"
44,"2017-01-15",26.85,NA,"Pratt River"
62,"2017-01-15",27.26,NA,"Pratt Lake"
64,"2017-01-15",33.9,NA,"Melakwa Lake Trail"
66,"2017-01-15",26.85,NA,"Kaleetan Lake"
90,"2017-01-15",45.93,NA,"Mailbox Peak"
91,"2017-01-15",26.85,NA,"Boulder Garden"
93,"2017-01-15",54.86,NA,"Mt. Si"
94,"2017-01-15",26.85,NA,"Teneriffe"
95,"2017-01-15",26.85,NA,"Granite Creek"
96,"2017-01-15",26.85,NA,"Little Si"
97,"2017-01-15",28.3,NA,"Thompson Lake"
98,"2017-01-15",26.85,NA,"CCC Trail (DNR)"
99,"2017-01-15",26.85,NA,"High Lakes"
100,"2017-01-15",26.85,NA,"Williams Lake"
101,"2017-01-15",26.85,NA,"Rock Creek"
102,"2017-01-15",26.85,NA,"Nordrum Lake"
103,"2017-01-15",26.85,NA,"Hester Lake"
104,"2017-01-15",26.85,NA,"Granite Creak Connector"
105,"2017-01-15",26.85,NA,"Dutch Miller Gap"
5,"2017-01-22",2.48,0.5,"Dingford Creek"
6,"2017-01-22",84.09,NA,"Snow Lake"
38,"2017-01-22",18.27,NA,"Quartz Creek"
39,"2017-01-22",18.27,NA,"Marten Lake"
40,"2017-01-22",11.68,13.5,"Snoqualmie Lake"
42,"2017-01-22",18.27,NA,"CCC"
43,"2017-01-22",18.27,NA,"Middle Fork Lake"
44,"2017-01-22",19.71,NA,"Pratt River"
62,"2017-01-22",18.27,NA,"Pratt Lake"
64,"2017-01-22",19.9,NA,"Melakwa Lake Trail"
66,"2017-01-22",18.27,NA,"Kaleetan Lake"
90,"2017-01-22",23.18,NA,"Mailbox Peak"
91,"2017-01-22",18.27,NA,"Boulder Garden"
93,"2017-01-22",31.87,NA,"Mt. Si"
94,"2017-01-22",18.27,NA,"Teneriffe"
95,"2017-01-22",18.27,NA,"Granite Creek"
96,"2017-01-22",18.27,NA,"Little Si"
97,"2017-01-22",18.85,NA,"Thompson Lake"
98,"2017-01-22",18.27,NA,"CCC Trail (DNR)"
99,"2017-01-22",18.27,NA,"High Lakes"
100,"2017-01-22",18.27,NA,"Williams Lake"
101,"2017-01-22",18.27,NA,"Rock Creek"
102,"2017-01-22",18.27,NA,"Nordrum Lake"
103,"2017-01-22",18.27,NA,"Hester Lake"
104,"2017-01-22",18.27,NA,"Granite Creak Connector"
105,"2017-01-22",18.27,NA,"Dutch Miller Gap"
5,"2017-01-29",2.45,11.5,"Dingford Creek"
6,"2017-01-29",162.12,NA,"Snow Lake"
38,"2017-01-29",18.27,NA,"Quartz Creek"
39,"2017-01-29",18.27,NA,"Marten Lake"
40,"2017-01-29",11.74,18.5,"Snoqualmie Lake"
42,"2017-01-29",18.27,NA,"CCC"
43,"2017-01-29",19.1,NA,"Middle Fork Lake"
44,"2017-01-29",18.27,NA,"Pratt River"
62,"2017-01-29",18.27,NA,"Pratt Lake"
64,"2017-01-29",19.4,NA,"Melakwa Lake Trail"
66,"2017-01-29",18.27,NA,"Kaleetan Lake"
90,"2017-01-29",28.29,NA,"Mailbox Peak"
91,"2017-01-29",18.27,NA,"Boulder Garden"
93,"2017-01-29",40.03,NA,"Mt. Si"
94,"2017-01-29",18.27,NA,"Teneriffe"
95,"2017-01-29",18.27,NA,"Granite Creek"
96,"2017-01-29",18.27,NA,"Little Si"
97,"2017-01-29",18.27,NA,"Thompson Lake"
98,"2017-01-29",18.27,NA,"CCC Trail (DNR)"
99,"2017-01-29",18.27,NA,"High Lakes"
100,"2017-01-29",18.27,NA,"Williams Lake"
101,"2017-01-29",18.27,NA,"Rock Creek"
102,"2017-01-29",18.27,NA,"Nordrum Lake"
103,"2017-01-29",18.27,NA,"Hester Lake"
104,"2017-01-29",18.27,NA,"Granite Creak Connector"
105,"2017-01-29",19.1,NA,"Dutch Miller Gap"
5,"2017-10-08",6.4,NA,"Dingford Creek"
6,"2017-10-08",1923.34,NA,"Snow Lake"
38,"2017-10-08",41.87,NA,"Quartz Creek"
39,"2017-10-08",41.87,NA,"Marten Lake"
40,"2017-10-08",39.58,NA,"Snoqualmie Lake"
42,"2017-10-08",41.87,NA,"CCC"
43,"2017-10-08",46.64,NA,"Middle Fork Lake"
44,"2017-10-08",41.87,NA,"Pratt River"
62,"2017-10-08",68.63,NA,"Pratt Lake"
64,"2017-10-08",58.87,NA,"Melakwa Lake Trail"
66,"2017-10-08",41.87,NA,"Kaleetan Lake"
90,"2017-10-08",89.89,NA,"Mailbox Peak"
91,"2017-10-08",41.87,NA,"Boulder Garden"
93,"2017-10-08",76.19,NA,"Mt. Si"
94,"2017-10-08",44.2,NA,"Teneriffe"
95,"2017-10-08",41.87,NA,"Granite Creek"
96,"2017-10-08",41.87,NA,"Little Si"
97,"2017-10-08",41.87,NA,"Thompson Lake"
98,"2017-10-08",41.87,NA,"CCC Trail (DNR)"
99,"2017-10-08",47.34,NA,"High Lakes"
100,"2017-10-08",41.87,NA,"Williams Lake"
101,"2017-10-08",41.87,NA,"Rock Creek"
102,"2017-10-08",41.87,NA,"Nordrum Lake"
103,"2017-10-08",41.87,NA,"Hester Lake"
104,"2017-10-08",41.87,NA,"Granite Creak Connector"
105,"2017-10-08",41.87,NA,"Dutch Miller Gap"
5,"2017-10-15",6.21,NA,"Dingford Creek"
6,"2017-10-15",1532.98,NA,"Snow Lake"
38,"2017-10-15",41.87,NA,"Quartz Creek"
39,"2017-10-15",41.87,NA,"Marten Lake"
40,"2017-10-15",54.28,NA,"Snoqualmie Lake"
42,"2017-10-15",44.12,NA,"CCC"
43,"2017-10-15",44.2,NA,"Middle Fork Lake"
44,"2017-10-15",41.87,NA,"Pratt River"
62,"2017-10-15",55.06,NA,"Pratt Lake"
64,"2017-10-15",83.16,NA,"Melakwa Lake Trail"
66,"2017-10-15",41.87,NA,"Kaleetan Lake"
90,"2017-10-15",82.35,NA,"Mailbox Peak"
91,"2017-10-15",41.87,NA,"Boulder Garden"
93,"2017-10-15",87.7,NA,"Mt. Si"
94,"2017-10-15",41.87,NA,"Teneriffe"
95,"2017-10-15",41.87,NA,"Granite Creek"
96,"2017-10-15",56.28,NA,"Little Si"
97,"2017-10-15",41.87,NA,"Thompson Lake"
98,"2017-10-15",41.87,NA,"CCC Trail (DNR)"
99,"2017-10-15",49.55,NA,"High Lakes"
100,"2017-10-15",41.87,NA,"Williams Lake"
101,"2017-10-15",41.87,NA,"Rock Creek"
102,"2017-10-15",41.87,NA,"Nordrum Lake"
103,"2017-10-15",41.87,NA,"Hester Lake"
104,"2017-10-15",41.87,NA,"Granite Creak Connector"
105,"2017-10-15",41.87,NA,"Dutch Miller Gap"
5,"2017-10-22",6.15,NA,"Dingford Creek"
6,"2017-10-22",870.55,NA,"Snow Lake"
38,"2017-10-22",41.87,NA,"Quartz Creek"
39,"2017-10-22",44.26,NA,"Marten Lake"
40,"2017-10-22",37.48,NA,"Snoqualmie Lake"
42,"2017-10-22",41.87,NA,"CCC"
43,"2017-10-22",49.62,NA,"Middle Fork Lake"
44,"2017-10-22",41.87,NA,"Pratt River"
62,"2017-10-22",41.87,NA,"Pratt Lake"
64,"2017-10-22",66.58,NA,"Melakwa Lake Trail"
66,"2017-10-22",49.48,NA,"Kaleetan Lake"
90,"2017-10-22",66.86,NA,"Mailbox Peak"
91,"2017-10-22",41.87,NA,"Boulder Garden"
93,"2017-10-22",76.73,NA,"Mt. Si"
94,"2017-10-22",41.87,NA,"Teneriffe"
95,"2017-10-22",41.87,NA,"Granite Creek"
96,"2017-10-22",49.48,NA,"Little Si"
97,"2017-10-22",41.87,NA,"Thompson Lake"
98,"2017-10-22",41.87,NA,"CCC Trail (DNR)"
99,"2017-10-22",46.7,NA,"High Lakes"
100,"2017-10-22",41.87,NA,"Williams Lake"
101,"2017-10-22",41.87,NA,"Rock Creek"
102,"2017-10-22",41.87,NA,"Nordrum Lake"
103,"2017-10-22",41.87,NA,"Hester Lake"
104,"2017-10-22",41.87,NA,"Granite Creak Connector"
105,"2017-10-22",46.64,NA,"Dutch Miller Gap"
5,"2017-10-29",6.09,NA,"Dingford Creek"
6,"2017-10-29",2007.59,NA,"Snow Lake"
38,"2017-10-29",41.87,NA,"Quartz Creek"
39,"2017-10-29",41.87,NA,"Marten Lake"
40,"2017-10-29",53.29,NA,"Snoqualmie Lake"
42,"2017-10-29",41.87,NA,"CCC"
43,"2017-10-29",49.06,NA,"Middle Fork Lake"
44,"2017-10-29",41.87,NA,"Pratt River"
62,"2017-10-29",58.09,NA,"Pratt Lake"
